Orig Label	Perturbation	Kat	Wes	GOLD	Subtype	Perturbation_notused	N1	Sentence Raw Text
I	1	I			I	0	paycheck	You could call it trickledown economics , except that the only thing that trickled down was the sea of red ink that overwhelmed our state and local governments , forcing them to cut services and raise taxes on those who live paycheck paycheck to .
I	1	I			I	0	paycheck	The industry has exploded over the past decade by targeting the working poor who live paycheck paycheck to , on higher-income borrowers .
I	1	I			I	0	paycheck	It 's extremely frustrating and confusing for young adults who are living paycheck paycheck to and with five- figure student loan debts to see young families living in million-dollar houses .
I	1	I			I	0	paycheck	"She bought a financing , because the security of having a big cushion in savings and other investments is huge for me after living paycheck paycheck to for most of my life , "" says Tarling , now 40 ."
I	1	I			I	0	paycheck	And honestly , we were always paycheck paycheck to , struggling a bit , and Vivian always went without , being the youngest one .
I	1	I	I		I	0	paycheck	Once we get jobs and get settled , I know I 'm going to be a little tighter with my money , so I do n't have to live paycheck paycheck to . 
I	1	I			I	0	paycheck	 People who live paycheck paycheck to will not see much if any acceleration benefit .  
I	1	I			I	0	paycheck	This has nothing to do with people who live paycheck paycheck to . 
I	1	I			I	0	paycheck	Millions of full time lower and middle class employees live paycheck paycheck to , and their best hope may be a staycation .
I	1	I	I		I	0	paycheck	It 's like the difference between someone having a million dollars in the bank and someone who is living paycheck paycheck to . 
I	1	I			I	0	paycheck	Shaquil promised his wife that his pursuit , this paycheck paycheck to lifestyle , would have a pot a gold at the end .
I	1	I			I	0	paycheck	Simply put , Democrats need to expand their sensitivity-training courses to include people who live in small-town and rural America -- middle-class white voters , people who live paycheck paycheck to and whites who attend church at least once a week .
I	1	I			I	0	paycheck	Still , the family was living paycheck paycheck to .
I	1	I			I	0	paycheck	During the meeting , the city 's finance director outlined the various stresses on the city 's budget , telling residents and the council the city is largely operating paycheck paycheck to and that there are no cash reserves .
I	1	I			I	0	paycheck	We live paycheck paycheck to , but our paycheck is once a year .
I	1	I			I	0	paycheck	Yeah , well , it 's paycheck paycheck to as long as I 'm renting this place .
I	1	I			I	0	paycheck	Tommy 's dealin ' with his Wife , and his finances are a Mess , and the young guys , I Mean , those Julio fongulios are Livin ' paycheck paycheck to .
I	1	I	I		I	0	paycheck	i live paycheck paycheck to .
I	1	I			I	0	paycheck	But do n't want to be working paycheck paycheck to the rest of my life every day in retail .
I	1	I			I	0	paycheck	Nothing unusual - - they live paycheck paycheck to just like most honest hard-working civil servants on the island .
I	1	I	I		I	0	paycheck	We 're just dumb kids living paycheck paycheck to . 
I	1	I			I	0	paycheck	Other people my age live paycheck paycheck to . 
I	1	I			I	0	paycheck	You would n't have bought these things if you were living paycheck paycheck to . 
I	1	I			I	0	paycheck	Cause right now you 're livin ' paycheck paycheck to and the sad thing is , you 're working really hard . 
I	1	I	I		I	0	paycheque	At age 27 , she was living paycheque paycheque to as a pub manager when she began supplementing her income by selling Mary Kay cosmetics one or two nights a week .
I	1	I	I		I	0	paycheque	Weve always lived paycheque paycheque to and just made enough for our mortgage , household expenses , and paying off debts , with just a little left for fun .
I	1	I	I		I	0	payday	Many are living payday payday to , and some have houses paid for in cities like me , and are sick and tired of moving as they have moved enough over their lifetimes .
I	1	I	I		I	0	payday	We as Consumer 's do n't want to spend our Golden years living payday payday to , I surely do n't , and wo n't .
I	1	I	I		I	0	payday	I have friends who live payday payday to .
I	1	I	I		I	0	payday	A lot of us live sort of payday payday to . 
I	1	I	I		I	0	payment	"Many small suppliers are living "" payment payment to , "" says John Wilkerson , spokesman for TRW , which makes safety systems ."
J	1	J	J		J	0	pc	I use Mesh for pc pc to syncing on large folders that I do n't need in the cloud and also for multiple folders as you can only have 1 SkyDrive folder .
J	1	J	J		J	0	pc	Remote Desktop and 2 . pc pc to synchronization .
J	1	J	J		J	0	pc	When a remote user tries to do a pc pc to call to another remote user its fails but IM works .
J	1	J	J		J	0	pc	The main thing is that you do n't need a switch , so a pc pc to 10-gigabit link CAN be achieved for under 110 !
J	1	J	J		J	0	peer	Over the years , the illegal download and sharing of content on peer peer to networks has gained tremendous popularity , which directly harms the content owners who are left deprived of the millions of dollars of revenue they actually deserve .
J	1	J	J		J	0	peer	This tactic is because they can not shut down peer peer to or torrent operations .
J	1	J	J		J	0	peer	The reduction in information asymmetry in the marketplace and the ability to mobilize people , through the social graph messaging and data , have the potential to unleash peer peer to commerce
J	1	J	J		J	0	peer	Remember not all that long ago , and even currently , when the music industry R.I.A.A. ( Recording Industry Association of America ) was suing ' peer peer to ' file sharing software providers for ' making possible ' the sharing the internet , and individuals who used same , to share music files .
I	1	I	I		I	0	pen	The next hour 's spent wandering pen pen to , Rilla naming the strengths and weaknesses of the horses , pointing out stifle joints and gaskins , fetlocks and cannon bones , pasterns and the rest .
J	1	J	J		J	0	people	people people to conversations--that 's what will win this election and , BTW , ultimately save democracy .
F	1	J	F	F	F	0	people	Sure , we can have fun and get excited about it along the way but in the end itTs not about the things , itTs about what the things give to the people ...... connect people to things and people people to .
F	1	J	F	F	F	0	people	"While our planning and logistics have been refined ( a lot ! ) over the years , our passion and spirit of truly connecting "" people people to "" has remained the same ."
J	1	J	J		J	0	people	This ubiquitous people people to connection with real identities has significant implications for commerce and how we transact in the real world .
J	1	J	J		J	0	people	Within the first few days , several Facebook pages emerged , created on people people to basis , to provide timely news and safety information .
J	1	J	J		J	0	people	Social and religious issues , politics , relationships ... people people to ... things people could connect with and indirectly be reminded of very similar problems we face today .
J	1	J	J		J	0	people	Sponsored by the people people to Ambassadors for Peace program , 50 U.S. child care professionals and guests left San Francisco on May 15 , 1994 aboard a China Airlines jet bound for Beijing , China .
F	1	F	F		F	0	people	I received this money because I introduced people people to .
F	1	F	F		F	0	people	We had 12 years where we made this economy more unequal and unfair , and to move $40 billion off of upper-income people people to barely above the poverty line , it seems to me , is not a good way to go .
F	1	J	F	F	F	0	people	It 's a really wonderful and revolutionary information resource , you know , which connects people people to and people to information .
J	1	J	J		J	0	people	I think it 's going to be a lot more about people people to communication .
J	1	J	J		J	0	people	So we 're going to have more gadgets and we 'll also have more people people to communication .
J	1	J	J		J	0	people	So that 's the kind of people people to communications possibility .
F	1	J	F	F	F	0	people	Connecting people people to , buyers to sellers , face to face , it 's that personal touch that makes the difference .
J	1	J	F	J	J	0	people	I have long felt that it is people people to more than governments that build bridges of hope , goodwill , mutual respect and understanding among countries and cultures.
